1370,10,29,54,6,14,0,0,0,0,5,0,2,0,0,0,1,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
8,1778,40,7,1,9,0,0,0,0,35,0,6,0,0,0,16,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,114
19,32,3932,8,6,9,0,0,0,0,15,0,3,0,0,0,59,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,261
33,8,21,1213,6,3,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,70
6,3,1,2,205,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
8,8,5,4,5,798,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
0,0,0,0,0,0,857,0,2,15,0,1,0,3,2,0,0,0,1,1,2,8,4,0,0,0,6,1,1,0,4,1,0,0,4,5,0,1,0,0,73
0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,17
0,0,0,0,0,0,4,2,1877,29,0,7,0,1,2,0,0,0,3,2,2,1,10,3,0,0,2,2,3,3,37,1,0,0,3,0,3,6,0,0,204
0,0,0,0,0,0,5,0,8,1046,0,1,0,1,0,2,0,0,1,2,2,3,0,1,0,0,1,0,4,1,6,1,0,0,0,0,1,4,0,0,97
2,31,16,1,1,2,0,0,0,0,1083,0,9,0,0,0,26,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,1,0,6,1,0,1288,0,0,0,0,0,0,1,0,3,2,3,1,0,0,1,32,2,0,3,0,0,0,1,0,0,1,0,0,102
2,1,5,1,0,4,0,0,0,0,10,0,712,0,0,0,5,4,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,25
0,0,0,0,0,0,3,0,7,2,0,1,0,821,1,3,0,0,0,2,0,0,1,1,0,0,8,2,1,0,1,1,0,0,8,0,0,1,0,0,56
