1414,10,30,49,6,8,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39
7,1861,40,1,0,4,0,0,0,0,33,0,3,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52
13,30,4059,10,2,6,0,0,0,0,9,0,1,0,0,0,42,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,188
24,4,13,1262,4,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,47
8,2,2,1,211,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
9,5,5,3,3,829,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
0,0,0,0,0,0,904,0,2,12,0,0,0,2,0,0,0,0,0,1,0,5,1,0,0,0,9,0,0,0,1,1,0,0,3,1,0,0,0,0,50
0,0,0,0,0,0,0,255,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,2,1974,23,0,1,0,0,1,0,0,0,1,1,2,1,5,4,0,0,2,4,2,2,25,2,0,0,2,1,1,4,0,0,147
0,0,0,0,0,0,2,0,6,1108,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2,1,3,2,0,0,0,0,1,2,0,0,53
3,21,10,2,2,3,0,0,0,0,1130,0,9,0,0,0,26,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,2,0,0,1348,0,0,1,0,0,0,0,1,1,0,2,0,0,0,1,30,0,0,2,0,0,0,0,0,0,0,0,0,60
0,3,4,0,0,3,0,0,0,0,10,0,735,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
0,0,0,0,0,0,1,0,2,1,0,1,0,857,0,2,0,0,0,1,0,0,1,0,0,0,2,1,1,0,3,1,0,0,8,1,0,0,0,0,37
0,0,0,0,0,0,3,0,10,3,0,2,0,1,809,0,0,0,0,20,4,0,2,1,0,0,0,1,0,0,5,0,0,0,2,3,2,1,0,0,36
0,0,0,0,0,0,0,0,0,17,0,1,0,3,0,669,0,0,2,0,1,0,0,0,0,0,0,5,1,0,3,0,0,0,1,0,4,0,0,0,42
0,20,210,3,0,1,0,0,0,0,21,0,8,0,0,0,2292,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,116
0,1,32,1,0,5,0,0,0,0,8,0,28,0,0,0,20,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,83
0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,255,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7
0,0,0,0,0,0,1,0,3,2,0,3,0,4,9,0,0,0,0,2040,1,0,3,0,0,0,4,0,0,1,6,0,0,0,1,1,0,2,0,0,60
0,0,0,0,0,0,1,0,1,9,0,6,0,3,2,1,0,0,0,2,2595,4,3,0,0,0,0,22,1,1,1,0,0,0,3,3,0,1,0,0,100
0,0,0,0,0,0,2,0,1,5,0,1,0,1,0,1,0,0,0,0,4,1505,8,0,0,0,1,0,0,0,2,0,0,0,5,1,0,0,0,0,53
0,0,0,0,0,0,0,0,3,2,0,3,0,0,2,0,0,0,0,5,7,14,2989,7,0,0,0,4,3,1,17,1,0,0,0,0,1,1,0,0,132
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,7,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
7,1,6,6,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18
0,0,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,9,1,1,1,0,0,0,2,0,0,0,0,0,5,1,1,2,0,0,0,1011,1,1,0,2,1,0,0,2,1,1,1,0,0,46
0,0,0,0,0,0,0,0,2,1,0,27,0,1,8,0,0,0,1,0,1,2,6,0,0,0,0,3202,1,0,5,0,0,0,3,4,0,3,0,0,110
0,0,0,0,0,0,1,1,6,2,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,2532,2,1,0,0,0,0,0,1,33,0,0,63
