1242,22,57,30,9,9,0,0,0,0,5,0,6,0,0,0,13,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,147
16,1705,72,4,3,4,0,0,0,0,35,0,19,0,0,0,41,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,108
18,48,3790,14,4,11,0,0,0,0,27,0,8,0,0,0,67,20,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,18,0,0,0,0,0,335
14,15,49,1136,2,1,0,0,0,0,3,0,15,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,124
3,8,5,2,183,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26
4,9,17,4,5,725,0,0,0,0,3,0,6,0,0,0,22,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
0,0,0,0,0,0,745,0,3,8,0,2,0,10,2,3,0,0,0,3,1,2,2,1,0,0,20,3,1,2,4,0,0,0,12,4,1,2,0,161
0,0,0,0,0,0,0,221,1,4,0,2,0,1,0,1,0,0,0,4,0,1,1,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,21
0,0,0,0,0,0,5,6,1752,13,0,3,0,0,2,8,0,0,3,3,1,1,7,0,0,0,2,3,4,3,64,2,0,0,5,2,2,9,0,307
0,0,0,0,0,0,2,0,3,1055,0,1,0,0,1,19,0,0,0,1,1,0,0,0,0,0,1,1,0,0,9,2,0,0,0,0,1,0,0,90
8,24,25,7,1,5,0,0,0,0,1018,0,12,0,0,0,37,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,84
0,0,0,0,0,0,0,0,1,1,0,1251,0,1,0,4,0,0,0,0,0,1,1,0,0,0,0,47,4,0,2,0,0,0,2,0,0,0,0,133
5,24,17,1,1,9,0,0,0,0,9,0,643,0,0,0,6,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,45
0,0,0,0,0,0,2,0,1,2,0,2,0,787,0,1,0,0,1,2,0,0,0,0,0,0,7,2,3,0,10,0,0,0,2,1,1,2,0,94
0,0,0,0,0,0,0,1,17,2,0,2,0,1,684,0,0,0,6,37,4,0,6,0,0,0,1,1,7,1,17,0,0,0,0,1,4,0,0,113
0,0,0,0,0,0,0,0,1,2,0,3,0,1,0,660,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,74
6,23,184,6,0,16,0,0,0,0,30,0,10,0,0,0,2211,17,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,7,0,0,0,0,0,179
3,18,54,2,1,19,0,0,0,0,16,0,46,0,0,0,26,2241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,235
0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,2,0,0,230,1,0,0,0,0,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,23
0,0,0,0,0,0,1,1,2,2,0,1,0,1,6,3,0,0,1,1885,3,0,5,1,0,0,10,5,8,0,15,3,0,0,3,0,1,6,0,178
0,0,0,0,0,0,2,1,2,7,0,4,0,2,1,2,0,0,0,0,2489,6,2,0,0,0,0,13,3,2,5,0,0,0,5,2,1,6,0,204
0,0,0,0,0,0,6,1,8,4,0,5,0,1,1,7,0,0,0,1,8,1356,21,3,0,0,5,2,3,0,3,0,0,0,3,1,0,0,0,151
0,0,0,0,0,0,0,1,11,6,0,6,0,0,0,3,0,0,0,1,9,9,2821,18,0,0,1,10,0,3,31,2,0,0,2,1,1,2,0,254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,337,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,35
15,5,17,11,6,2,0,0,0,0,5,0,2,0,0,0,3,3,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53
1,3,8,33,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,9,202,0,0,0,0,0,0,0,1,0,0,0,0,0,27
0,0,0,0,0,0,7,0,1,1,0,0,0,10,2,4,0,0,1,2,0,1,5,0,0,0,944,4,0,0,12,2,0,0,2,1,0,1,0,90
0,0,0,0,0,0,1,0,5,0,0,98,0,0,4,1,0,0,0,1,1,1,6,2,0,0,1,2964,1,0,10,1,0,0,4,2,1,6,1,266
