1417,5,14,50,7,5,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
6,1854,30,5,1,4,0,0,0,0,20,0,3,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84
16,35,4070,10,4,8,0,0,0,0,11,0,1,0,0,0,37,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,169
27,2,11,1277,2,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,40
8,7,0,3,206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6,8,3,4,4,821,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,819,0,4,14,0,2,0,4,4,3,0,0,0,3,5,2,0,0,0,0,8,3,0,0,0,0,0,0,6,4,0,1,0,0,110
0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,2,2,1951,13,0,4,0,1,5,3,0,0,1,0,0,0,5,1,0,0,1,3,3,1,30,3,0,0,0,0,1,4,0,0,173
0,0,0,0,0,0,1,0,3,1103,0,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5,1,0,0,2,0,2,1,0,0,59
2,23,11,5,2,7,0,0,0,0,1110,0,7,0,0,0,23,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
0,0,0,0,0,0,0,0,2,0,0,1359,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,55
1,2,4,0,0,6,0,0,0,0,5,0,734,0,0,0,2,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,1,0,853,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,1,0,0,8,1,1,0,0,0,44
0,0,0,0,0,0,0,0,3,1,0,0,0,0,817,1,0,0,1,21,2,0,1,1,0,0,1,3,0,0,5,0,0,0,0,0,2,0,0,0,46
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,682,0,0,2,1,2,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,3,0,0,0,50
0,19,207,3,1,4,0,0,0,0,28,0,6,0,0,0,2322,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,82
1,1,21,1,1,1,0,0,0,0,9,0,22,0,0,0,19,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,69
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,1,1,3,1,0,1,0,0,11,0,0,0,0,2033,0,0,1,0,0,0,3,0,0,0,6,0,0,0,0,0,1,1,0,0,78
0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,1,0,0,0,0,2605,1,1,0,0,0,0,29,0,0,1,0,0,0,3,3,0,0,0,0,100
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1499,8,2,0,0,0,1,0,0,2,0,0,0,4,2,0,0,0,0,64
0,0,0,0,0,0,1,0,6,2,0,5,0,1,0,2,0,0,0,4,7,3,3001,6,0,0,0,3,0,1,15,0,0,0,3,0,0,5,0,0,127
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,8,360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
8,1,7,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,564,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,5,1,0,0,0,0,0,8,0,5,0,0,0,4,0,0,0,0,0,0,1010,0,0,0,3,0,0,0,4,2,1,0,0,0,47
0,0,0,0,0,0,0,0,0,1,0,29,0,0,2,1,0,0,0,0,4,0,4,0,0,0,0,3233,1,0,6,0,0,0,2,2,0,2,0,0,90
0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2526,0,2,1,0,0,1,0,0,34,0,0,75
0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,705,1,0,0,0,0,0,0,5,2,0,16
0,0,0,0,0,0,1,1,24,4,0,0,0,1,1,0,0,0,0,3,4,0,4,0,0,0,0,10,0,1,3327,2,0,0,0,1,0,7,0,0,152
0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,195,0,0,0,0,0,0,0,0,16
2,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,159,1,0,0,0,0,0,0,15
1,0,7,3,0,0,0,0,0,0,1,0,2,0,0,0,3,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,38
0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,694,2,0,1,0,0,26
0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1168,2,0,0,0,57
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,736,1,0,0,35
0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,11,0,2,0,0,0,0,0,0,1350,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,60,25,5,3,3,2,224,14,8,30,10,3,2,23,12,19,0,7,17,7,12,1,7,0,3,25,22,0,32,1,2,6,13,8,17,13,0,0,0
