862,63,82,49,10,23,0,0,0,0,23,0,17,0,0,0,20,26,0,0,0,0,0,0,57,1,0,0,0,0,0,0,2,12,0,0,0,0,0,0,318
27,1254,145,11,6,15,0,0,0,0,63,0,34,0,0,0,79,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,363
35,91,2866,35,6,30,0,0,0,0,43,0,21,0,0,0,99,40,0,0,0,0,0,0,45,3,0,0,0,0,0,0,7,26,0,0,0,0,0,0,1032
23,19,94,946,2,4,0,0,0,0,6,0,7,0,0,0,3,4,0,0,0,0,0,0,16,3,0,0,0,0,0,0,8,18,0,0,0,0,0,0,223
3,14,11,3,136,2,0,0,0,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,47
7,11,31,6,1,559,0,0,0,0,4,0,8,0,0,0,44,29,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179
0,0,0,0,0,0,541,0,6,6,0,5,0,3,6,7,0,0,1,2,4,4,8,1,0,0,9,9,3,3,8,0,0,0,13,5,4,6,0,0,338
0,0,0,0,0,0,0,170,2,3,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,1,5,12,6,0,0,0,0,1,0,0,1,0,62
0,0,0,0,0,0,4,1,1310,36,0,5,0,0,9,26,0,0,1,7,3,2,13,0,0,0,5,16,22,5,52,5,0,0,3,13,11,12,1,0,645
0,0,0,0,0,0,6,1,5,819,0,3,0,1,1,21,0,0,1,1,4,1,2,1,0,0,3,2,3,2,15,4,0,0,2,1,5,6,0,0,277
12,41,62,17,2,7,0,0,0,0,714,0,32,0,0,0,48,35,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,257
0,0,0,0,0,0,1,0,4,0,0,987,0,1,1,2,0,0,0,1,3,0,0,0,0,0,0,65,3,0,6,0,0,0,1,0,1,2,0,0,370
7,35,33,4,1,17,0,0,0,0,13,0,516,0,0,0,8,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,123
0,0,0,0,0,0,1,0,1,9,0,6,0,653,1,3,0,0,0,1,2,2,0,0,0,0,5,3,8,2,15,2,0,0,4,3,1,3,0,0,195
0,0,0,0,0,0,2,0,14,3,0,8,0,0,475,8,0,0,11,42,2,2,6,0,0,0,2,11,5,1,25,1,0,0,4,2,11,4,0,0,266
0,0,0,0,0,0,0,0,1,4,0,4,0,1,0,584,0,0,0,0,1,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,3,2,0,0,140
14,48,184,10,1,48,0,0,0,0,41,0,21,0,0,0,1723,58,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,512
9,25,131,11,1,28,0,0,0,0,40,0,107,0,0,0,65,1688,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,522
0,0,0,0,0,0,0,4,7,4,0,0,0,0,3,1,0,0,177,5,0,0,1,1,0,0,0,1,3,1,3,0,0,0,0,1,7,1,0,0,53
0,0,0,0,0,0,3,4,10,4,0,7,0,2,4,8,0,0,1,1384,3,1,8,2,0,0,3,5,17,2,40,5,0,0,0,6,4,16,1,0,601
0,0,0,0,0,0,2,2,13,9,0,17,0,2,3,8,0,0,1,0,1974,7,14,0,0,0,2,35,11,1,20,1,0,0,7,12,11,8,0,0,599
0,0,0,0,0,0,4,1,21,5,0,4,0,2,3,3,0,0,1,3,4,1097,41,5,0,0,1,10,6,0,4,0,0,0,5,6,0,4,0,0,360
0,0,0,0,0,0,0,4,13,6,0,9,0,1,2,15,0,0,4,3,13,18,2305,55,0,0,0,19,13,2,31,1,0,0,3,4,14,14,1,0,642
0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,1,0,28,268,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,72
20,9,23,26,6,3,0,0,0,0,7,0,2,0,0,0,3,4,0,0,0,0,0,0,355,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,144
7,3,26,41,2,5,0,0,0,0,2,0,2,0,0,0,10,2,0,0,0,0,0,0,14,96,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80
0,0,0,0,0,0,11,0,6,5,0,4,0,19,1,14,0,0,0,11,3,0,11,0,0,0,636,9,3,2,20,1,0,0,7,2,3,5,0,0,317
0,0,0,0,0,0,1,0,1,5,0,152,0,2,3,4,0,0,0,2,11,1,2,1,0,0,2,2571,13,3,7,1,0,0,5,7,4,8,0,0,571
0,0,0,0,0,0,4,1,8,8,0,6,0,5,2,10,0,0,0,3,8,2,13,1,0,0,3,12,1848,8,15,2,0,0,3,3,5,116,0,0,563
0,0,0,0,0,0,0,2,1,5,0,2,0,5,0,6,0,0,1,4,0,0,0,1,0,0,0,3,24,561,13,0,0,0,0,0,2,48,2,0,79
