506,46,110,31,5,21,0,0,0,0,29,0,21,0,0,0,28,35,0,0,0,0,0,0,26,1,0,0,0,0,0,0,1,8,0,0,0,0,0,696
29,787,117,9,3,8,0,0,0,0,47,0,32,0,0,0,40,16,0,0,0,0,0,0,15,1,0,0,0,0,0,0,2,3,0,0,0,0,0,914
31,67,1998,29,9,37,0,0,0,0,55,0,31,0,0,0,107,63,0,0,0,0,0,0,43,3,0,0,0,0,0,0,8,18,0,0,0,0,0,1879
33,21,79,452,4,12,0,0,0,0,17,0,15,0,0,0,11,13,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,13,0,0,0,0,0,682
4,13,7,5,68,3,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
9,14,31,10,3,371,0,0,0,0,6,0,14,0,0,0,36,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,369
0,0,0,0,0,0,200,1,8,8,0,7,0,8,6,7,0,0,5,2,5,7,8,0,0,0,20,12,7,1,15,2,0,0,11,4,3,6,0,639
0,0,0,0,0,0,0,86,5,1,0,1,0,0,0,6,0,0,1,6,1,1,1,2,0,0,2,0,9,15,6,0,0,0,0,2,1,11,0,114
0,0,0,0,0,0,8,0,698,25,0,13,0,6,26,28,0,0,5,12,6,7,18,2,0,0,10,11,11,8,57,2,0,0,17,5,5,19,2,1206
0,0,0,0,0,0,3,1,7,424,0,7,0,4,5,31,0,0,1,2,3,6,7,1,0,0,5,7,11,4,18,2,0,0,5,3,6,2,0,622
13,37,64,6,2,19,0,0,0,0,382,0,15,0,0,0,52,35,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,604
0,0,0,0,0,0,0,0,11,2,0,578,0,0,1,2,0,0,0,2,4,0,7,0,0,0,1,50,7,4,6,0,0,0,1,1,0,2,0,769
14,31,42,8,0,21,0,0,0,0,15,0,285,0,0,0,16,29,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,311
0,0,0,0,0,0,6,1,4,12,0,8,0,203,1,8,0,0,0,9,2,4,7,1,0,0,25,5,3,5,23,0,0,0,10,7,0,3,0,573
0,0,0,0,0,0,6,0,33,6,0,2,0,3,175,9,0,0,10,16,7,1,15,1,0,0,3,7,9,1,15,1,0,0,3,3,2,4,0,573
0,0,0,0,0,0,1,0,2,8,0,3,0,2,4,397,0,0,0,3,0,4,5,0,0,0,8,0,4,0,3,0,0,0,2,3,2,0,0,298
12,37,147,7,7,30,0,0,0,0,59,0,22,0,0,0,928,61,0,0,0,0,0,0,17,0,0,0,0,0,0,0,5,17,0,0,0,0,0,1344
16,33,138,8,2,30,0,0,0,0,52,0,52,0,0,0,83,1044,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,18,0,0,0,0,0,1167
0,0,0,0,0,0,0,2,4,4,0,0,0,0,3,5,0,0,75,2,0,0,3,1,0,0,2,1,6,3,7,1,0,0,1,1,0,1,0,151
0,0,0,0,0,0,4,1,31,15,0,23,0,3,12,29,0,0,4,590,11,5,30,0,0,0,23,22,17,4,42,3,0,0,14,10,7,15,0,1226
0,0,0,0,0,0,10,0,23,14,0,16,0,2,2,12,0,0,3,4,1183,12,25,1,0,0,15,36,8,4,24,1,0,0,12,13,5,21,1,1312
0,0,0,0,0,0,10,3,14,11,0,9,0,7,1,13,0,0,0,4,11,475,47,9,0,0,7,10,7,4,17,1,0,0,9,8,5,13,0,895
0,0,0,0,0,0,6,4,17,10,0,18,0,5,12,27,0,0,13,13,23,21,1346,28,0,0,15,39,28,6,41,1,0,0,36,9,6,29,1,1438
0,0,0,0,0,0,2,1,3,0,0,4,0,2,2,1,0,0,1,0,0,2,29,122,0,0,3,5,1,5,7,0,0,0,1,0,2,3,0,187
16,11,30,15,6,0,0,0,0,0,9,0,7,0,0,0,6,11,0,0,0,0,0,0,173,1,0,0,0,0,0,0,2,9,0,0,0,0,0,317
4,2,21,15,1,2,0,0,0,0,6,0,0,0,0,0,11,2,0,0,0,0,0,0,6,56,0,0,0,0,0,0,0,1,0,0,0,0,0,165
0,0,0,0,0,0,9,1,7,5,0,10,0,8,2,19,0,0,1,7,2,2,12,1,0,0,319,8,8,1,21,3,0,0,12,8,0,5,0,619
0,0,0,0,0,0,3,2,11,9,0,127,0,1,5,8,0,0,1,1,13,3,17,1,0,0,7,1613,11,3,16,0,0,0,6,5,2,29,0,1483
0,0,0,0,0,0,5,2,16,9,0,13,0,4,6,11,0,0,1,10,12,6,19,6,0,0,13,19,1134,17,25,5,0,0,11,6,1,125,0,1173
0,0,0,0,0,0,0,3,3,11,0,5,0,0,0,65,0,0,1,1,3,2,4,0,0,0,1,4,22,323,21,0,0,0,1,0,10,19,1,259
0,0,0,0,0,0,3,5,55,22,0,24,0,9,4,20,0,0,4,10,11,6,39,3,0,0,29,19,25,6,1316,7,0,0,31,7,5,29,2,1852
0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,4,0,0,1,1,0,1,2,0,0,0,3,1,2,2,4,30,0,0,2,0,0,3,1,158
3,2,11,3,0,0,0,0,0,0,5,0,0,0,0,0,6,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40,6,0,0,0,0,0,116
4,14,84,6,3,12,0,0,0,0,20,0,17,0,0,0,28,32,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4,234,0,0,0,0,0,568
0,0,0,0,0,0,4,0,7,4,0,4,0,8,1,8,0,0,0,8,9,2,10,1,0,0,6,9,6,3,8,0,0,0,254,3,2,5,0,374
0,0,0,0,0,0,4,2,6,8,0,6,0,2,0,7,0,0,0,5,14,9,7,3,0,0,3,10,4,2,7,0,0,0,2,486,4,4,0,646
0,0,0,0,0,0,4,0,7,6,0,9,0,0,4,67,0,0,0,3,0,2,13,0,0,0,3,0,1,3,6,0,0,0,3,1,191,1,0,466
0,0,0,0,0,0,1,3,14,9,0,7,0,5,3,4,0,0,2,6,2,4,13,0,0,0,3,10,39,4,19,3,0,0,6,2,3,586,1,681
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,1,4,2,0,0,0,0,0,0,4,16,42
29,30,130,22,3,28,1,2,79,34,37,51,24,13,6,44,61,59,1,11,25,12,67,22,20,1,16,42,44,8,56,1,2,21,23,23,5,24,1,0
